text	audience	factual	dependency	count	surfaces	sources	states
Front centre	GUEST	no	seating geometry (brief §12)	8	/tickets (the Bride) | /wedding · Your seats (the Bride) | /wedding-preparation (the Bride) | email · GUEST EMAIL · HOST WITH A FIXED ARRANGEMENT	src/mail-templates.js | tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js | wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS | AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat  | GENERATED · email
Bride · Front Centre	GUEST	no	seating geometry (brief §12)	2	/tickets (the Bride) | /wedding-preparation (the Bride)	tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
Front · between the two blocks	GUEST	no		2	/tickets (the Bride) | /wedding-preparation (the Bride)	tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
Haruthai A.	GUEST	no		5	/tickets (the Bride) | /wedding-preparation (the Bride) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + dinner)	assets/seatpass.js compose() | tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat  | GENERATED · the text as read back from the PDF
Haruthai	GUEST	no		6	/tickets (the Bride) | /wedding · Your seats (the Bride) | /wedding-preparation (the Bride) | /wedding-preparation (the Groom)	tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js | wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS | AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
SYL-WC-FC-HH64	GUEST	no		3	/tickets (the Bride) | /wedding-preparation (the Bride) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + dinner)	assets/seatpass.js compose() | tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat  | GENERATED · the text as read back from the PDF
[aria-label] Seat ticket code SYL-WC-FC-HH64	ACCESSIBILITY	no		2	/tickets (the Bride) | /wedding-preparation (the Bride)	tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
[aria-label] Download seat ticket · Vow Ceremony · Haruthai	ACCESSIBILITY	no		1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B
Long table · run A · Poolside · place 1	GUEST	no	seating geometry (brief §12)	3	/tickets (the Bride) | /wedding-preparation (the Bride) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + dinner)	assets/seatpass.js compose() | tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat  | GENERATED · the text as read back from the PDF
SYL-WD-A1-JXCW	GUEST	no		3	/tickets (the Bride) | /wedding-preparation (the Bride) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + dinner)	assets/seatpass.js compose() | tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat  | GENERATED · the text as read back from the PDF
[aria-label] Seat ticket code SYL-WD-A1-JXCW	ACCESSIBILITY	no		2	/tickets (the Bride) | /wedding-preparation (the Bride)	tickets.html | wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B | AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
[aria-label] Download seat ticket · Wedding Dinner · Haruthai	ACCESSIBILITY	no		1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B
[aria-label] Download your wedding seat tickets · Haruthai	ACCESSIBILITY	no		1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B
SURFACE 255	GUEST	no		1	/wedding-preparation (the Bride)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · YOUR WEDDING SEATS · B
SURFACE 256	GUEST	no		1	/tickets (the Bride)	tickets.html	AUTHENTICATED PRIVATE STATE · HOSTS · the Front centre seat 
Souphattra Heritage · 28 February · 15:30 · Bride · front centre	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant); seating geometry (brief §12); venue / property names (Operations Master Overview)	1	/wedding · Your seats (the Bride)	wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS
Souphattra Heritage · poolside · 19:30 A1 · Long table · run A · Poolside · place 1 · confirmed	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); seating geometry (brief §12); venue / property names (Operations Master Overview)	1	/wedding · Your seats (the Bride)	wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS
Seat A1	GUEST	yes	seating geometry (brief §12)	1	/wedding · Your seats (the Bride)	wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS
[aria-label] Download seat tickets · Haruthai	ACCESSIBILITY	no		1	/wedding · Your seats (the Bride)	wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS
SURFACE 257	GUEST	no		1	/wedding · Your seats (the Bride)	wedding.html seatsSection()	AUTHENTICATED PRIVATE STATE · HOSTS
SURFACE 258	GUEST	no		1	/journeys (the Groom)	journeys.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Suthep sees Haruth
Haruthai · 1 place available	GUEST	no	room inventory (brief §11 · live engine)	1	/room?stay=souphattra&room=souphattra-presidential (the Groom)	room.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Room A · Haruthai 
SURFACE 259	GUEST	no		1	/room?stay=souphattra&room=souphattra-presidential (the Groom)	room.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Room A · Haruthai 
Haruthai · You · Full	GUEST	no		1	/room?stay=souphattra&room=souphattra-presidential (the Groom)	room.html	AUTHENTICATED PRIVATE STATE · JOINED · Room A · Haruthai · Y
Current selection · Room A · Haruthai · You · Full	GUEST	yes	room inventory (brief §11 · live engine)	1	/room?stay=souphattra&room=souphattra-presidential (the Groom)	room.html	AUTHENTICATED PRIVATE STATE · JOINED · Room A · Haruthai · Y
SURFACE 260	GUEST	no		1	/room?stay=souphattra&room=souphattra-presidential (the Groom)	room.html	AUTHENTICATED PRIVATE STATE · JOINED · Room A · Haruthai · Y
Front centre · Groom	GUEST	no	seating geometry (brief §12)	1	/wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
[aria-label] Dinner seat A1, Haruthai, your party	ACCESSIBILITY	yes	seating geometry (brief §12)	1	/wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
SURFACE 261	GUEST	no		1	/wedding-preparation (the Groom)	wedding-preparation.html · assets/seating.js · assets/seatlabels.js · assets/seatpass.js	AUTHENTICATED PRIVATE STATE · HOSTS · ceremony = FRONT CENTR
Your tickets · Steffie	GUEST	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
Right block · row 2	GUEST	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
Steffie M.	GUEST	no		2	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
Steffie	GUEST	no		2	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
SYL-WC-E2-D5BH	GUEST	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
[aria-label] Seat ticket code SYL-WC-E2-D5BH	ACCESSIBILITY	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
Long table · run A · Poolside · place 3	GUEST	no	seating geometry (brief §12)	1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
SYL-WD-A3-6MJQ	GUEST	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
[aria-label] Seat ticket code SYL-WD-A3-6MJQ	ACCESSIBILITY	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
Signed in · Steffie	GUEST	no		2	/cart | /tickets	cart.html | tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA | AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
SURFACE 262	GUEST	no		1	/tickets	tickets.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · seat tic
My Bag · Steffie	GUEST	no		1	/cart	cart.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA
Room A · Peggy · You · Full	GUEST	yes	room inventory (brief §11 · live engine)	1	/cart	cart.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA
01 · Your Invitation · Email address	GUEST	no		1	/cart	cart.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA
(hidden) USD 145Complete this first	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/cart	cart.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA
SURFACE 263	GUEST	no		1	/cart	cart.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · Steffie · EMPTY BA
[file name] see-you-in-laos-wc-seat-peggy.pdf	GUEST	no		1	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
[pdf title] Vow Ceremony seat ticket \267 Peggy	GUEST	no		1	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
[pdf author] see you in laos.	GUEST	no		14	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | gen	assets/seatpass.js compose() | assets/travelpass.js compose()	GENERATED · the text as read back from the PDF
[pdf subject] Seat ticket \267 Peggy	GUEST	no		4	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
[pdf creator] see you in laos. tickets	GUEST	no		14	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | gen	assets/seatpass.js compose() | assets/travelpass.js compose()	GENERATED · the text as read back from the PDF
[pdf producer] see you in laos.	GUEST	no		14	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | gen	assets/seatpass.js compose() | assets/travelpass.js compose()	GENERATED · the text as read back from the PDF
see you in laos.                                                                                         YOUR WEDDING SEAT	GUEST	no		4	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
Peggy B. · Peggy & Steffie	GUEST	no		4	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
see you in laos.                                              SEAT TICKET	GUEST	no		1	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
EVENT	GUEST	no		8	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | gen	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
GUEST                           SEAT                         STATUS	GUEST	no		1	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
CONFIRMED	GUEST	no		6	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run A · Poolside) | generated · seat ticket PDF · Wedding Dinner seat ticket (a guest · run B) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + din	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
Peggy B.                    E4                           CONFIRMED	GUEST	no		1	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
VOW CEREMONY	GUEST	no		2	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
28 FEB 2027 · 15:30	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions); dates (brief §2 · Overview_Hotel_Restaurant)	4	generated · seat ticket PDF · Vow Ceremony seat ticket (a guest) | generated · seat ticket PDF · Vow Ceremony · the Groom (front centre only) | generated · seat ticket PDF · YOUR WEDDING SEATS · both tickets on one page (a guest) | generated · seat ticket PDF · YOUR WEDDING SEATS · the Bride (front centre + dinner)	assets/seatpass.js compose()	GENERATED · the text as read back from the PDF
